2020-10-07 17:58:43.843052	CHUNSOFT	?
2021-01-03 05:13:51.430639	<@!702275233125630042>	?
2021-04-02 01:34:38.883942	<@!702275233125630042>	?
2021-05-13 05:42:58.617765	<@!801938240562397194>	?
2021-06-17 04:59:35.353792	<@!801938240562397194>	?
2021-09-26 03:37:01.759067	JARLEYPENO	?
2022-12-27 20:51:49.057568	<@!801938240562397194>	Sad,Special1
2022-12-28 02:13:51.387845	JARLEYPENO	Sad,Special1,Stunned,Dizzy
